,FACS_Sorting,Age,Method,Multiplexed,Dataset,Anatomical_Site,Organ,10X_Chemistry,Donor_ID,Accession_ID,Organism,Sample_ID,Sex,Expected_Donors,Study,Technology,Age(PCW)
283,Total,6.9,3GEX,No,Linnarson,Striatum,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X126_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
284,Total,6.9,3GEX,No,Linnarson,Striatum,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X126_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
285,Total,6.9,3GEX,No,Linnarson,Pons,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X126_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
286,Total,6.7,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2147,EGAD00001006049,Human,10X154_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.7
287,Total,6.7,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2147,EGAD00001006049,Human,10X154_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.7
288,Total,6.7,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2147,EGAD00001006049,Human,10X152_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.7
289,Total,8.5,3GEX,No,Linnarson,Spinal_cord_lumbar,Brain,10x3'v2,XDD:318,EGAD00001006049,Human,10X141_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.5
290,Total,6.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X125_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
291,Total,6.9,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X125_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
292,Total,6.9,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X125_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
293,Total,6.9,3GEX,No,Linnarson,Diencephalon,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X125_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
294,Total,6.9,3GEX,No,Linnarson,Diencephalon,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X125_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
295,Total,6.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X126_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
296,Total,6.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X126_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
297,Total,6.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X126_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
298,Total,6.9,3GEX,No,Linnarson,Pons,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X126_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
299,Total,6.9,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X126_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
300,Total,6.9,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X124_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
301,Total,6.9,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X124_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
302,Total,6.9,3GEX,No,Linnarson,Diencephalon,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X124_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
303,Total,6.9,3GEX,No,Linnarson,Diencephalon,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X124_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
304,Total,6.9,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X124_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
305,Total,6.9,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X125_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
306,Total,6.9,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2114,EGAD00001006049,Human,10X124_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.9
307,Total,6.6,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X119_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
308,Total,6.6,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X119_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
309,Total,6.6,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X119_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
310,Total,6.6,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X119_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
311,Total,6.6,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X118_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
312,Total,10.0,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,XHU:297,EGAD00001006049,Human,10X102_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,10.0
313,Total,10.0,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,XHU:297,EGAD00001006049,Human,10X102_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,10.0
314,Total,10.0,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,XHU:297,EGAD00001006049,Human,10X102_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,10.0
315,Total,10.0,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:297,EGAD00001006049,Human,10X102_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,10.0
316,Total,10.0,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:297,EGAD00001006049,Human,10X102_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,10.0
317,Total,10.0,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:297,EGAD00001006049,Human,10X102_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,10.0
318,Total,10.0,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:297,EGAD00001006049,Human,10X102_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,10.0
319,Total,10.0,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,XHU:297,EGAD00001006049,Human,10X102_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,10.0
320,Total,8.1,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X104_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
321,Total,8.1,3GEX,No,Linnarson,Ventral_midbrain,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X103_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
322,Total,8.1,3GEX,No,Linnarson,Amygdala,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X103_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
323,Total,8.1,3GEX,No,Linnarson,Amygdala,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X103_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
324,Total,8.1,3GEX,No,Linnarson,Cortex_anterior,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X105_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
325,Total,8.1,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X104_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
326,Total,8.1,3GEX,No,Linnarson,Hypothalamus,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X104_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
327,Total,8.1,3GEX,No,Linnarson,Hypothalamus,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X104_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
328,Total,8.1,3GEX,No,Linnarson,Hypothalamus,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X104_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
329,Total,8.1,3GEX,No,Linnarson,Thalamus,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X104_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
330,Total,8.1,3GEX,No,Linnarson,Cortex_anterior,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X105_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
331,Total,8.1,3GEX,No,Linnarson,Cortex_middle,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X105_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
332,Total,6.6,3GEX,No,Linnarson,Thalamus,Brain,10x3'v2,BRC2073,EGAD00001006049,Human,10X110_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
333,Total,6.6,3GEX,No,Linnarson,Thalamus,Brain,10x3'v2,BRC2073,EGAD00001006049,Human,10X110_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
334,Total,6.6,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2073,EGAD00001006049,Human,10X109_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
335,Total,6.6,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2073,EGAD00001006049,Human,10X109_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
336,Total,6.6,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2073,EGAD00001006049,Human,10X109_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
337,Total,6.6,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v2,BRC2073,EGAD00001006049,Human,10X109_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
338,Total,6.6,3GEX,No,Linnarson,Dorsal_midbrain,Brain,10x3'v2,BRC2073,EGAD00001006049,Human,10X109_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
339,Total,6.6,3GEX,No,Linnarson,Dorsal_midbrain,Brain,10x3'v2,BRC2073,EGAD00001006049,Human,10X109_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
340,Total,6.6,3GEX,No,Linnarson,Thalamus,Brain,10x3'v2,BRC2073,EGAD00001006049,Human,10X110_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
341,Total,8.1,3GEX,No,Linnarson,Thalamus,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X104_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
342,Total,8.1,3GEX,No,Linnarson,Thalamus,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X104_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
343,Total,8.1,3GEX,No,Linnarson,Cortex_anterior,Brain,10x3'v2,BRC2057,EGAD00001006049,Human,10X105_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,8.1
344,Total,7.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:305,EGAD00001006049,Human,10X111_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.5
345,Total,7.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:305,EGAD00001006049,Human,10X111_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.5
346,Total,7.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:305,EGAD00001006049,Human,10X112_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.5
347,Total,7.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:305,EGAD00001006049,Human,10X112_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.5
348,Total,9.2,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X114_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
349,Total,9.2,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X114_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
350,Total,9.2,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X114_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
351,Total,9.2,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X114_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
352,Total,9.2,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X114_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
353,Total,9.2,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X114_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
354,Total,9.2,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X114_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
355,Total,9.2,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X114_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
356,Total,9.2,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X115_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
357,Total,9.2,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X115_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
358,Total,9.2,3GEX,No,Linnarson,Cortex,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X115_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
359,Total,9.2,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X115_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
360,Total,9.2,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X115_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
361,Total,9.2,3GEX,No,Linnarson,Forebrain,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X115_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
362,Total,9.2,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X115_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
363,Total,9.2,3GEX,No,Linnarson,Mesencephalon,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X115_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
364,Total,9.2,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X116_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
365,Total,9.2,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X116_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
366,Total,9.2,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X116_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
367,Total,9.2,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X116_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
368,Total,9.2,3GEX,No,Linnarson,Pons/Cereb,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X116_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
369,Total,9.2,3GEX,No,Linnarson,Pons/Cereb,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X116_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
370,Total,9.2,3GEX,No,Linnarson,Pons/Cereb,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X116_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
371,Total,9.2,3GEX,No,Linnarson,Pons/Cereb,Brain,10x3'v2,XHU:307,EGAD00001006049,Human,10X116_8,unknown,1,Braun_et_al_2023,10X_scRNA-seq,9.2
372,Total,6.6,3GEX,No,Linnarson,Tel/diencephalon,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X118_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
373,Total,6.6,3GEX,No,Linnarson,Tel/diencephalon,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X118_2,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
374,Total,6.6,3GEX,No,Linnarson,Tel/diencephalon,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X118_3,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
375,Total,6.6,3GEX,No,Linnarson,Tel/diencephalon,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X118_4,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
376,Total,6.6,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X118_5,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
377,Total,6.6,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X118_6,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
378,Total,6.6,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,BRC2106A,EGAD00001006049,Human,10X118_7,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.6
379,Total,12.0,3GEX,No,Linnarson,Subctx (forebrain),Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X188_4_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
380,Total,7.0,3GEX,No,Linnarson,Hindbrain,Brain,10x3'v3,XDD:398,EGAD50000001295,Human,10X302_1_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.0
381,Total,14.0,3GEX,No,Linnarson,Hippocampus,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X252_4_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
382,Total,12.0,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X186_1_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
383,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X287_7_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
384,Total,14.0,3GEX,No,Linnarson,Caudate-Putamen,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X255_2_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
385,Total,12.0,3GEX,No,Linnarson,Cortex,Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X188_1_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
386,Total,14.0,3GEX,No,Linnarson,Dorsal midbrain,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X252_1_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
387,Total,14.0,3GEX,No,Linnarson,Hypothalamus,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X254_6_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
388,Total,12.0,3GEX,No,Linnarson,Cortex,Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X187_2_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
389,Total,14.0,3GEX,No,Linnarson,Caudate-Putamen,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X255_3_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
390,Total,5.5,3GEX,No,Linnarson,Midbrain,Brain,10x3'v3,XDD:400,EGAD50000001295,Human,10X298_7_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
391,Total,6.0,3GEX,No,Linnarson,Medulla,Brain,10x3'v2,XDD:326,EGAD50000001295,Human,10X147_1_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
392,Total,12.0,3GEX,No,Linnarson,Subctx (forebrain),Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X186_4_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
393,Total,5.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v3,XDD:400,EGAD50000001295,Human,10X298_1_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
394,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X288_3_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
395,Total,5.5,3GEX,No,Linnarson,Midbrain,Brain,10x3'v3,XDD:400,EGAD50000001295,Human,10X298_8_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
396,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X288_2_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
397,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X288_4_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
398,Total,14.0,3GEX,No,Linnarson,Caudate-Putamen,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X254_2_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
399,Total,12.0,3GEX,No,Linnarson,Hippocamp,Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X187_6_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
400,Total,14.0,3GEX,No,Linnarson,Hippocampus,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X252_2_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
401,Total,14.0,3GEX,No,Linnarson,Dorsal midbrain,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X251_7_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
402,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X287_5_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
403,Total,14.0,3GEX,No,Linnarson,Cortex (first half),Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X257_2_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
404,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X288_6_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
405,Total,5.5,3GEX,No,Linnarson,Forebrain,Brain,10x3'v3,XDD:400,EGAD50000001295,Human,10X298_2_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
406,Total,14.0,3GEX,No,Linnarson,Hippocampus,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X252_3_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
407,Total,5.5,3GEX,No,Linnarson,Hindbrain,Brain,10x3'v3,XDD:400,EGAD50000001295,Human,10X298_3_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
408,Total,12.0,3GEX,No,Linnarson,Enthorinal cortex,Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X187_3_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
409,Total,14.0,3GEX,No,Linnarson,Thalamus,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X254_7_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
410,Total,14.0,3GEX,No,Linnarson,Caudate-Putamen,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X255_1_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
411,Total,7.0,3GEX,No,Linnarson,Hindbrain,Brain,10x3'v3,XDD:398,EGAD50000001295,Human,10X302_3_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.0
412,Total,14.0,3GEX,No,Linnarson,Ventral midbrain,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X252_5_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
413,Total,12.0,3GEX,No,Linnarson,Enthorinal cortex,Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X188_2_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
414,Total,5.5,3GEX,No,Linnarson,Midbrain,Brain,10x3'v3,XDD:400,EGAD50000001295,Human,10X298_6_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,5.0
415,Total,7.0,3GEX,No,Linnarson,Midbrain,Brain,10x3'v3,XDD:398,EGAD50000001295,Human,10X302_7_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.0
416,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X287_6_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
417,Total,14.0,3GEX,No,Linnarson,Cerebellum,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X254_3_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
418,Total,12.0,3GEX,No,Linnarson,Hippocamp,Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X188_3_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
419,Total,14.0,3GEX,No,Linnarson,Ventral midbrain,Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X252_6_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
420,Total,12.0,3GEX,No,Linnarson,Enthorinal cortex,Brain,10x3'v3,XDD:351,EGAD50000001295,Human,10X187_4_ABC_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,12.0
421,Total,14.0,3GEX,No,Linnarson,Cortex (second half),Brain,10x3'v3,XDD:385,EGAD50000001295,Human,10X257_5_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,14.0
422,Total,7.0,3GEX,No,Linnarson,Midbrain,Brain,10x3'v3,XDD:398,EGAD50000001295,Human,10X302_6_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.0
423,Total,6.0,3GEX,No,Linnarson,Brain,Brain,10x3'v3,XDD:395,EGAD50000001295,Human,10X287_8_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,6.0
424,Total,7.0,3GEX,No,Linnarson,Hindbrain,Brain,10x3'v3,XDD:398,EGAD50000001295,Human,10X302_4_AB_1,unknown,1,Braun_et_al_2023,10X_scRNA-seq,7.0
